EastAsian,beef_broth,egg,soy_sauce,soybean,,,,,,,,,,,,,,,,,,,,,
EastAsian,sesame_oil,beef,roasted_sesame_seed,matsutake,black_pepper,scallion,garlic,soy_sauce,,,,,,,,,,,,,,,,,
EastAsian,vinegar,roasted_sesame_seed,cayenne,scallion,garlic,soybean,cucumber,rice,,,,,,,,,,,,,,,,,
EastAsian,beef,roasted_sesame_seed,soy_sauce,cayenne,ginger,scallion,lettuce,garlic,vegetable,sake,,,,,,,,,,,,,,,
EastAsian,garlic,fish,cayenne,soy_sauce,potato,,,,,,,,,,,,,,,,,,,,
EastAsian,sweet_potato,onion,roasted_sesame_seed,soy_sauce,cayenne,ginger,soybean,vegetable,cabbage,rice,chicken,sesame_oil,,,,,,,,,,,,,
EastAsian,sesame_oil,radish,fish,black_pepper,ginger,garlic,seaweed,shrimp,beef,roasted_sesame_seed,soy_sauce,cayenne,chinese_cabbage,scallion,sesame_seed,rice,,,,,,,,,
EastAsian,vinegar,radish,fish,cayenne,scallion,cucumber,soybean,vegetable,garlic,rice,soy_sauce,,,,,,,,,,,,,,
EastAsian,radish,fish,cayenne,ginger,scallion,garlic,vegetable_oil,soy_sauce,,,,,,,,,,,,,,,,,
EastAsian,nut,cucumber,sesame_seed,soybean,,,,,,,,,,,,,,,,,,,,,
EastAsian,pork,wheat,mustard,sake,soy_sauce,roasted_sesame_seed,vegetable,vegetable_oil,egg,bread,,,,,,,,,,,,,,,
EastAsian,carrot,kelp,potato,sake,garlic,soy_sauce,ginger,,,,,,,,,,,,,,,,,,
EastAsian,fish,cayenne,chinese_cabbage,scallion,garlic,ginger,mussel,shrimp,,,,,,,,,,,,,,,,,
EastAsian,sesame_oil,beef,roasted_sesame_seed,black_pepper,nut,pear,lettuce,cucumber,soy_sauce,,,,,,,,,,,,,,,,
EastAsian,vinegar,beef,onion,sake,radish,soy_sauce,black_pepper,vegetable,vegetable_oil,mustard,rice,sesame_oil,,,,,,,,,,,,,
EastAsian,roasted_sesame_seed,rice,meat,sesame_oil,scallion,,,,,,,,,,,,,,,,,,,,
EastAsian,fish,black_pepper,soy_sauce,ginger,,,,,,,,,,,,,,,,,,,,,
EastAsian,eel,rice,black_pepper,garlic,vegetable_oil,,,,,,,,,,,,,,,,,,,,
EastAsian,wheat,sesame_oil,yeast,cayenne,scallion,eel,nira,vegetable_oil,,,,,,,,,,,,,,,,,
EastAsian,sake,shiitake,honey,eel,carrot,soybean,egg,soy_sauce,,,,,,,,,,,,,,,,,
EastAsian,sesame_oil,onion,starch,cayenne,shiitake,black_pepper,carrot,garlic,bell_pepper,soybean,vegetable,vegetable_oil,beef_broth,soy_sauce,,,,,,,,,,,
EastAsian,radish,fish,black_pepper,ginger,scallion,garlic,soybean,vegetable,vegetable_oil,rice,cayenne,,,,,,,,,,,,,,
EastAsian,onion,starch,fish,black_pepper,carrot,bell_pepper,black_sesame_seed,egg,shiitake,,,,,,,,,,,,,,,,
EastAsian,sake,vegetable_oil,fish,black_pepper,ginger,,,,,,,,,,,,,,,,,,,,
EastAsian,honey,cucumber,mustard,radish,fish,bell_pepper,,,,,,,,,,,,,,,,,,,
EastAsian,sesame_oil,beef,roasted_sesame_seed,black_pepper,scallion,garlic,soybean,vegetable_oil,,,,,,,,,,,,,,,,,
EastAsian,roasted_sesame_seed,garlic,cayenne,seaweed,sesame_oil,,,,,,,,,,,,,,,,,,,,
EastAsian,sesame_oil,beef,roasted_sesame_seed,fish,black_pepper,ginger,garlic,vegetable_oil,,,,,,,,,,,,,,,,,
EastAsian,sesame_oil,onion,roasted_sesame_seed,soy_sauce,cayenne,ginger,scallion,bean,garlic,vegetable_oil,oyster,,,,,,,,,,,,,,
EastAsian,vinegar,sesame_oil,beef,starch,roasted_sesame_seed,black_pepper,cucumber,vegetable,garlic,rice,,,,,,,,,,,,,,,
EastAsian,sesame_oil,beef,roasted_sesame_seed,black_pepper,soy_sauce,cayenne,garlic,soybean,rice,broccoli,,,,,,,,,,,,,,,
EastAsian,vinegar,cucumber,lemon_juice,shellfish,onion,black_pepper,soy_sauce,cayenne,ginger,scallion,garlic,sesame_seed,vegetable,vegetable_oil,sesame_oil,,,,,,,,,,
EastAsian,corn,watercress,garlic,chicken_broth,,,,,,,,,,,,,,,,,,,,,
EastAsian,tomato,vinegar,pork,celery_oil,leek,corn,black_pepper,pepper,ginger,pea,garlic,soybean,soy_sauce,chicken_broth,wine,,,,,,,,,,
EastAsian,sesame_oil,corn,black_pepper,ginger,scallion,bean,rice,soy_sauce,chicken_broth,wine,,,,,,,,,,,,,,,
EastAsian,vegetable,peanut,,,,,,,,,,,,,,,,,,,,,,,
EastAsian,tomato,vinegar,pepper,celery_oil,corn,cayenne,pork,garlic,soybean,vegetable,coriander,rice,soy_sauce,,,,,,,,,,,,
EastAsian,tomato,vinegar,pork,celery_oil,soy_sauce,ginger,garlic,sherry,corn,,,,,,,,,,,,,,,,
EastAsian,chicken,wine,ginger,scallion,,,,,,,,,,,,,,,,,,,,,
EastAsian,sesame_oil,starch,soy_sauce,ginger,scallion,garlic,bell_pepper,soybean,sherry,vegetable_oil,nut,,,,,,,,,,,,,,
EastAsian,pork,sesame_oil,starch,nut,pepper,scallion,rice,egg,wine,,,,,,,,,,,,,,,,
EastAsian,peanut_oil,garlic,sesame_oil,nut,soy_sauce,cabbage,ginger,,,,,,,,,,,,,,,,,,
EastAsian,vinegar,starch,black_bean,soy_sauce,cider,ginger,maple_syrup,garlic,soybean,vegetable_oil,sherry,,,,,,,,,,,,,,
EastAsian,cane_molasses,vinegar,pork,beef,starch,shallot,peanut,chicken_broth,ginger,garlic,soy_sauce,wine,,,,,,,,,,,,,
EastAsian,pea,sesame_oil,corn,black_pepper,ginger,scallion,shrimp,rice,egg,soy_sauce,chicken_broth,wine,,,,,,,,,,,,,
EastAsian,sesame_oil,onion,black_bean,corn,ginger,garlic,bell_pepper,soy_sauce,chicken,pea,chicken_broth,wine,,,,,,,,,,,,,
EastAsian,grape_juice,sesame_oil,beef,starch,soy_sauce,ginger,garlic,sherry,vegetable_oil,rice,,,,,,,,,,,,,,,
